electrode,theta_mean,theta_std,interpolated,participant_id,condition,task,n_epochs_used,n_bad_channels
F6,0.1530085658750291,0.0652056758458635,False,sub-68,SD,eyesopen,75,0
F8,0.17378620968439304,0.06711081431321461,False,sub-68,SD,eyesopen,75,0
FC2,0.21170917564702624,0.06330960286945606,False,sub-68,SD,eyesopen,75,0
FC4,0.14461472144919055,0.0475103987022031,False,sub-68,SD,eyesopen,75,0
FC6,0.11111963243160526,0.040194972574849414,False,sub-68,SD,eyesopen,75,0
FT8,0.16749876386144913,0.05489344469992036,False,sub-68,SD,eyesopen,75,0
C2,0.11173873343474158,0.03889401763696418,False,sub-68,SD,eyesopen,75,0
C4,0.10085240028625247,0.03720690111014208,False,sub-68,SD,eyesopen,75,0
C6,0.13103733477114293,0.046926267101342796,False,sub-68,SD,eyesopen,75,0
T8,0.1564731039363149,0.05190098493122848,False,sub-68,SD,eyesopen,75,0
CPz,0.10907454810681841,0.042347800062200125,False,sub-68,SD,eyesopen,75,0
CP2,0.10023203791979579,0.040704862463885105,False,sub-68,SD,eyesopen,75,0
CP4,0.10440956426080057,0.040216903725871035,False,sub-68,SD,eyesopen,75,0
CP6,0.12423115326971972,0.04722115163257557,False,sub-68,SD,eyesopen,75,0
TP8,0.15637890104046184,0.05317845725526484,False,sub-68,SD,eyesopen,75,0
TP10,0.16612545084056857,0.06076246891555618,False,sub-68,SD,eyesopen,75,0
P2,0.09722148531696312,0.04276287449801267,False,sub-68,SD,eyesopen,75,0
P4,0.10120883525111397,0.046648031401524855,False,sub-68,SD,eyesopen,75,0
P6,0.11697471628313055,0.049940248780056214,False,sub-68,SD,eyesopen,75,0
P8,0.14464834384762304,0.051631302665193994,False,sub-68,SD,eyesopen,75,0
POz,0.11233601621816604,0.050267804687692506,False,sub-68,SD,eyesopen,75,0
PO4,0.11351240708549631,0.051037008690834294,False,sub-68,SD,eyesopen,75,0
PO8,0.13492273335758545,0.05397130540253938,False,sub-68,SD,eyesopen,75,0
O2,0.13391031769386696,0.05427223747469636,False,sub-68,SD,eyesopen,75,0
Fp1,0.06726770827037404,0.06644303330560127,False,sub-68,NS,eyesopen,75,0
Fp2,0.06868337420801342,0.06059021483816734,False,sub-68,NS,eyesopen,75,0
F3,0.1734663152818711,0.07719236417766089,False,sub-68,NS,eyesopen,75,0
F4,0.145651450930835,0.07737156090947463,False,sub-68,NS,eyesopen,75,0
C3,0.13686384842872515,0.07682939250590086,False,sub-68,NS,eyesopen,75,0
C4,0.12079348633340657,0.071762376938776,False,sub-68,NS,eyesopen,75,0
P3,0.12965545168207795,0.06826235059317298,False,sub-68,NS,eyesopen,75,0
P4,0.12347207993221543,0.06571769773264154,False,sub-68,NS,eyesopen,75,0
O1,0.1484819700422542,0.06304157586700526,False,sub-68,NS,eyesopen,75,0
O2,0.14313602357541352,0.062214935653416195,False,sub-68,NS,eyesopen,75,0
F7,0.191141231597414,0.08166204582404915,False,sub-68,NS,eyesopen,75,0
F8,0.16252621200426312,0.07361226004134279,False,sub-68,NS,eyesopen,75,0
T7,0.13310074612778544,0.05112669693279547,False,sub-68,NS,eyesopen,75,0
T8,0.1611384966233258,0.07277168457383165,False,sub-68,NS,eyesopen,75,0
P7,0.1786649384158256,0.07590799970829416,False,sub-68,NS,eyesopen,75,0
P8,0.15978667828635526,0.06827942102620331,False,sub-68,NS,eyesopen,75,0
Fz,0.1379507850924277,0.08557954024520882,False,sub-68,NS,eyesopen,75,0
Cz,0.1392555739239405,0.07611850518303273,False,sub-68,NS,eyesopen,75,0
Pz,0.12354035732361043,0.06550484045380002,False,sub-68,NS,eyesopen,75,0
Oz,0.14520621485994692,0.0633885605311579,False,sub-68,NS,eyesopen,75,0
FC1,0.18218910707326808,0.08634370618140995,False,sub-68,NS,eyesopen,75,0
FC2,0.1866568746160413,0.07194118572482791,False,sub-68,NS,eyesopen,75,0
CP1,0.12157832454235833,0.06918699786494259,False,sub-68,NS,eyesopen,75,0
CP2,0.11446989994231864,0.06206078871250382,False,sub-68,NS,eyesopen,75,0
FC5,0.16449620284357622,0.07420843050792296,False,sub-68,NS,eyesopen,75,0
FC6,0.15782530895712604,0.07551529840418872,False,sub-68,NS,eyesopen,75,0
CP5,0.1541681221492553,0.06430434930987142,False,sub-68,NS,eyesopen,75,0
CP6,0.14139241885687676,0.06660965663441386,False,sub-68,NS,eyesopen,75,0
TP9,0.1637295284693866,0.06933119354969208,False,sub-68,NS,eyesopen,75,0
TP10,0.17807646262892057,0.0678537201174266,False,sub-68,NS,eyesopen,75,0
POz,0.13128535077386605,0.06819573870600343,False,sub-68,NS,eyesopen,75,0
F1,0.1679836992542339,0.07976858794027115,False,sub-68,NS,eyesopen,75,0
F2,0.14726473589503727,0.07968312263904506,False,sub-68,NS,eyesopen,75,0
C1,0.13375956976441386,0.08105387039024795,False,sub-68,NS,eyesopen,75,0
C2,0.12546490377657474,0.06771617525748191,False,sub-68,NS,eyesopen,75,0
P1,0.12883159757416843,0.0683145714118078,False,sub-68,NS,eyesopen,75,0
P2,0.11821855771251916,0.06501350438008717,False,sub-68,NS,eyesopen,75,0
AF3,0.09623594409349595,0.07091157594642941,False,sub-68,NS,eyesopen,75,0
AF4,0.08264666616967752,0.06460848203570665,False,sub-68,NS,eyesopen,75,0
FC3,0.17127699058050896,0.0812599791275345,False,sub-68,NS,eyesopen,75,0
FC4,0.15877560812987673,0.07050341229724988,False,sub-68,NS,eyesopen,75,0
CP3,0.13084655991903021,0.07024683309813903,False,sub-68,NS,eyesopen,75,0
CP4,0.11957780605142418,0.06581893442759851,False,sub-68,NS,eyesopen,75,0
PO3,0.13345276944566303,0.06917194815812203,False,sub-68,NS,eyesopen,75,0
PO4,0.12257982944500954,0.06133185665871942,False,sub-68,NS,eyesopen,75,0
F5,0.16550364084982203,0.0775589838494554,False,sub-68,NS,eyesopen,75,0
F6,0.12347015364543128,0.0631019658707373,False,sub-68,NS,eyesopen,75,0
C5,0.14276486367050312,0.06095114263458195,False,sub-68,NS,eyesopen,75,0
C6,0.13537901248164008,0.06160660417150326,False,sub-68,NS,eyesopen,75,0
P5,0.14414525993669383,0.06396977991289766,False,sub-68,NS,eyesopen,75,0
P6,0.13340982580607513,0.06595271448461806,False,sub-68,NS,eyesopen,75,0
AF7,0.10271044644811424,0.07189315697255336,False,sub-68,NS,eyesopen,75,0
AF8,0.07762044336661429,0.06062103147003985,False,sub-68,NS,eyesopen,75,0
FT7,0.16610602973394342,0.07187284984087211,False,sub-68,NS,eyesopen,75,0
FT8,0.15932999180344892,0.07369019594500667,False,sub-68,NS,eyesopen,75,0
TP7,0.15264575815446668,0.06501237082715283,False,sub-68,NS,eyesopen,75,0
TP8,0.16773387039920395,0.06996735594368526,False,sub-68,NS,eyesopen,75,0
PO7,0.14974056647887554,0.06509305754003075,False,sub-68,NS,eyesopen,75,0
PO8,0.1456603972137295,0.06599782132439416,False,sub-68,NS,eyesopen,75,0
Fpz,0.07009283675978562,0.06279180103579696,False,sub-68,NS,eyesopen,75,0
CPz,0.12188354675413493,0.06455840431251952,False,sub-68,NS,eyesopen,75,0
Fp1,0.1595339101157196,0.08136501209946252,False,sub-69,NS,eyesopen,75,0
AF3,0.1802188519622622,0.0852996153402662,False,sub-69,NS,eyesopen,75,0
AF7,0.20587093768107648,0.08903736475922273,False,sub-69,NS,eyesopen,75,0
Fz,0.21953270931115274,0.09576816803667533,False,sub-69,NS,eyesopen,75,0
F1,0.2329278765098951,0.10224298316367852,False,sub-69,NS,eyesopen,75,0
F3,0.22559869744972125,0.09081256238872557,False,sub-69,NS,eyesopen,75,0
F5,0.22687048515634137,0.08418988127166631,False,sub-69,NS,eyesopen,75,0
F7,0.2346811343297333,0.08581460227783506,False,sub-69,NS,eyesopen,75,0
FC1,0.20421998970664132,0.07394034357524784,False,sub-69,NS,eyesopen,75,0
FC3,0.21684167782593936,0.07681092421722678,False,sub-69,NS,eyesopen,75,0
FC5,0.22026479769007565,0.08389058510685057,False,sub-69,NS,eyesopen,75,0
FT7,0.2121480643414304,0.08370272807869135,False,sub-69,NS,eyesopen,75,0
Cz,0.16780356977836064,0.08073209287933901,False,sub-69,NS,eyesopen,75,0
C1,0.16127207800287388,0.07776391795365241,False,sub-69,NS,eyesopen,75,0
C3,0.17166209550999634,0.08368860038546275,False,sub-69,NS,eyesopen,75,0
C5,0.19065510262591145,0.08278107519525818,False,sub-69,NS,eyesopen,75,0
T7,0.15919684356589264,0.06604668766459795,False,sub-69,NS,eyesopen,75,0
CP1,0.14897673998344363,0.07485384374356366,False,sub-69,NS,eyesopen,75,0
CP3,0.15946897184071132,0.08041963140103603,False,sub-69,NS,eyesopen,75,0
CP5,0.1789830677809869,0.08469887703834948,False,sub-69,NS,eyesopen,75,0
TP7,0.18906848135236345,0.08170530132173326,False,sub-69,NS,eyesopen,75,0
TP9,0.19348227622526754,0.08172728314726262,False,sub-69,NS,eyesopen,75,0
Pz,0.14651491563758695,0.06917897761901183,False,sub-69,NS,eyesopen,75,0
P1,0.15184928640467588,0.07166672590036285,False,sub-69,NS,eyesopen,75,0
P3,0.1557702744023416,0.07011534666555824,False,sub-69,NS,eyesopen,75,0
P5,0.1579076979063387,0.06788648728677496,False,sub-69,NS,eyesopen,75,0
P7,0.1698167915787919,0.07131071324354277,False,sub-69,NS,eyesopen,75,0
PO3,0.15426935803765635,0.06304574242725965,False,sub-69,NS,eyesopen,75,0
PO7,0.14654597532124009,0.05869122442962819,False,sub-69,NS,eyesopen,75,0
Oz,0.15405913523814146,0.056359774979963397,False,sub-69,NS,eyesopen,75,0
O1,0.14953874453555205,0.057746252968611037,False,sub-69,NS,eyesopen,75,0
Fpz,0.14706237697752095,0.0764734742510685,False,sub-69,NS,eyesopen,75,0
Fp2,0.1460355649752558,0.07559016763680262,False,sub-69,NS,eyesopen,75,0
AF4,0.15972652355583297,0.08017175162206211,False,sub-69,NS,eyesopen,75,0
AF8,0.20026127222340395,0.09369912853556743,False,sub-69,NS,eyesopen,75,0
F2,0.23402724530327315,0.0964608359364012,False,sub-69,NS,eyesopen,75,0
F4,0.2213278387070056,0.09295284275825047,False,sub-69,NS,eyesopen,75,0
F6,0.20535433710740322,0.09276039976916833,False,sub-69,NS,eyesopen,75,0
F8,0.2373789758853498,0.08828695560817588,False,sub-69,NS,eyesopen,75,0
FC2,0.22472598136988936,0.08726895715978539,False,sub-69,NS,eyesopen,75,0
FC4,0.2584156509491456,0.0947096805993605,False,sub-69,NS,eyesopen,75,0
FC6,0.24224468938715982,0.08183705634606299,False,sub-69,NS,eyesopen,75,0
FT8,0.2382545890384369,0.07903846934158096,False,sub-69,NS,eyesopen,75,0
C2,0.18433935641219384,0.07073000415398754,False,sub-69,NS,eyesopen,75,0
C4,0.1953531244615813,0.07284391742850523,False,sub-69,NS,eyesopen,75,0
C6,0.20792832408700934,0.06847701779563843,False,sub-69,NS,eyesopen,75,0
T8,0.15284874509596405,0.05267280696135071,False,sub-69,NS,eyesopen,75,0
CPz,0.14360348223096012,0.06743690944394803,False,sub-69,NS,eyesopen,75,0
CP2,0.14001880474957878,0.06208358858198159,False,sub-69,NS,eyesopen,75,0
CP4,0.1572529938846921,0.06428220855768749,False,sub-69,NS,eyesopen,75,0
CP6,0.18068126844819163,0.06476860818600455,False,sub-69,NS,eyesopen,75,0
TP8,0.19680025055848327,0.06852237072559302,False,sub-69,NS,eyesopen,75,0
TP10,0.2097784989220846,0.07892721205751003,False,sub-69,NS,eyesopen,75,0
P2,0.14503047611596726,0.06348147731340428,False,sub-69,NS,eyesopen,75,0
P4,0.14849818790940758,0.05971542065391751,False,sub-69,NS,eyesopen,75,0
P6,0.16225278317285968,0.06041834182898904,False,sub-69,NS,eyesopen,75,0
P8,0.182820760800248,0.06749632677279352,False,sub-69,NS,eyesopen,75,0
POz,0.15141789369699118,0.06145493745857853,False,sub-69,NS,eyesopen,75,0
PO4,0.1433312868185234,0.05570636741673304,False,sub-69,NS,eyesopen,75,0
PO8,0.16153840792675145,0.061901231880915376,False,sub-69,NS,eyesopen,75,0
O2,0.14216330889416193,0.05160581128058868,False,sub-69,NS,eyesopen,75,0
Fp1,0.09776901135179522,0.08661537774635429,False,sub-69,SD,eyesopen,75,0
Fp2,0.09895096713861026,0.09237215032143613,False,sub-69,SD,eyesopen,75,0
F3,0.17486477385430574,0.10397329044916587,False,sub-69,SD,eyesopen,75,0
F4,0.17049625019605066,0.10594756695675987,False,sub-69,SD,eyesopen,75,0
C3,0.18194870753185588,0.07111312614110066,False,sub-69,SD,eyesopen,75,0
C4,0.1928413818948791,0.11611281835905621,False,sub-69,SD,eyesopen,75,0
P3,0.19844090315429774,0.12996484797280222,False,sub-69,SD,eyesopen,75,0
P4,0.1818621275484641,0.11554406215494499,False,sub-69,SD,eyesopen,75,0
O1,0.1980723649469951,0.11795441353105364,False,sub-69,SD,eyesopen,75,0
O2,0.18450132802992197,0.10666101671814854,False,sub-69,SD,eyesopen,75,0
F7,0.16899300975404263,0.10582922913978197,False,sub-69,SD,eyesopen,75,0
F8,0.17762651674633656,0.10682232922224401,False,sub-69,SD,eyesopen,75,0
T7,0.2105049123476901,0.10974635551174089,False,sub-69,SD,eyesopen,75,0
T8,0.21338275449857966,0.11072478549364623,False,sub-69,SD,eyesopen,75,0
P7,0.21161847390912092,0.11816180107407717,False,sub-69,SD,eyesopen,75,0
P8,0.2049208093891855,0.11291253847906137,False,sub-69,SD,eyesopen,75,0
Fz,0.1684492739795164,0.09531286500196916,False,sub-69,SD,eyesopen,75,0
Cz,0.20494812880987,0.12361720896005712,False,sub-69,SD,eyesopen,75,0
Pz,0.19674522337072017,0.12435257596703801,False,sub-69,SD,eyesopen,75,0
Oz,0.1999337436493063,0.11808439165203599,False,sub-69,SD,eyesopen,75,0
FC1,0.18124680384705255,0.10364920939650703,False,sub-69,SD,eyesopen,75,0
FC2,0.17390532182143092,0.10729622904013396,False,sub-69,SD,eyesopen,75,0
CP1,0.20285810548580227,0.12621849362135806,False,sub-69,SD,eyesopen,75,0
CP2,0.1819490555625307,0.12062300730367885,False,sub-69,SD,eyesopen,75,0
FC5,0.19346687380154348,0.10779073271447098,False,sub-69,SD,eyesopen,75,0
FC6,0.19657970827901147,0.11218939180357262,False,sub-69,SD,eyesopen,75,0
CP5,0.20458476313705845,0.11801143363848123,False,sub-69,SD,eyesopen,75,0
CP6,0.20030858537745586,0.11496785287132567,False,sub-69,SD,eyesopen,75,0
TP9,0.21480005985532064,0.11460860523704929,False,sub-69,SD,eyesopen,75,0
TP10,0.21798262006831587,0.11276405376508059,False,sub-69,SD,eyesopen,75,0
POz,0.2003267473213433,0.12973082972589525,False,sub-69,SD,eyesopen,75,0
F1,0.17404433283191378,0.1006307715475242,False,sub-69,SD,eyesopen,75,0
F2,0.1672779835320529,0.10315032366835636,False,sub-69,SD,eyesopen,75,0
C1,0.19719699906959412,0.1124300090331807,False,sub-69,SD,eyesopen,75,0
C2,0.19380196907237515,0.11782857242343041,False,sub-69,SD,eyesopen,75,0
P1,0.2017927760039824,0.12985008875227225,False,sub-69,SD,eyesopen,75,0
P2,0.18664769162250056,0.11659491809580458,False,sub-69,SD,eyesopen,75,0
AF3,0.13810525368735016,0.09733042757330679,False,sub-69,SD,eyesopen,75,0
AF4,0.12790608750874022,0.09649707435271337,False,sub-69,SD,eyesopen,75,0
FC3,0.19377273393598754,0.10378166043347302,False,sub-69,SD,eyesopen,75,0
FC4,0.19518939283773007,0.11105541858109312,False,sub-69,SD,eyesopen,75,0
CP3,0.19624981603334854,0.1281849505438943,False,sub-69,SD,eyesopen,75,0
CP4,0.18766778778495363,0.11488612550726533,False,sub-69,SD,eyesopen,75,0
PO3,0.19673292215869417,0.13584894579875265,False,sub-69,SD,eyesopen,75,0
PO4,0.18078327361755572,0.11916753837431929,False,sub-69,SD,eyesopen,75,0
F5,0.16708193238904367,0.1047052931511019,False,sub-69,SD,eyesopen,75,0
F6,0.16853110798568974,0.10625938960632011,False,sub-69,SD,eyesopen,75,0
C5,0.20516135292099208,0.11365950686730335,False,sub-69,SD,eyesopen,75,0
C6,0.2059650359396524,0.11404918405942466,False,sub-69,SD,eyesopen,75,0
P5,0.2017497419887112,0.13093463759295684,False,sub-69,SD,eyesopen,75,0
P6,0.18808484876877465,0.1151163119653955,False,sub-69,SD,eyesopen,75,0
AF7,0.12686812693291682,0.09590317948924625,False,sub-69,SD,eyesopen,75,0
AF8,0.13475196593090757,0.10479562162067413,False,sub-69,SD,eyesopen,75,0
FT7,0.19785115908063072,0.10772076185195904,False,sub-69,SD,eyesopen,75,0
FT8,0.19843315712024737,0.11759218388456477,False,sub-69,SD,eyesopen,75,0
TP7,0.21720223649993448,0.1135182425892214,False,sub-69,SD,eyesopen,75,0
TP8,0.2086348217152971,0.1140748410458046,False,sub-69,SD,eyesopen,75,0
PO7,0.2038646009319202,0.12425428139185317,False,sub-69,SD,eyesopen,75,0
PO8,0.19063874180919244,0.11140819916237578,False,sub-69,SD,eyesopen,75,0
Fpz,0.10285510323189934,0.09190808038391407,False,sub-69,SD,eyesopen,75,0
CPz,0.2030308478005418,0.12437797273304042,False,sub-69,SD,eyesopen,75,0
Fp1,0.18763390307617922,0.0663441465918748,False,sub-70,NS,eyesopen,75,0
AF3,0.17883681259799286,0.07613306520996478,False,sub-70,NS,eyesopen,75,0
AF7,0.2369850946615525,0.0792270200332177,False,sub-70,NS,eyesopen,75,0
Fz,0.20368315916042345,0.06867625028081675,False,sub-70,NS,eyesopen,75,0
F1,0.1438437554514433,0.04732223201672045,False,sub-70,NS,eyesopen,75,0
F3,0.20393827386177873,0.07214465912454393,False,sub-70,NS,eyesopen,75,0
F5,0.1626946889810147,0.06405962020081031,False,sub-70,NS,eyesopen,75,0
F7,0.19162185524261977,0.08124331359353464,False,sub-70,NS,eyesopen,75,0
FC1,0.15959880675067076,0.05681200892529251,False,sub-70,NS,eyesopen,75,0
FC3,0.08770217759268115,0.035552534920426704,False,sub-70,NS,eyesopen,75,0
